Survived,Pclass,Age,SibSp,Parch,Fare,CabinMissing,FamilySize,IsAlone,FarePerPerson,Pclass_Fare,Age_Title,LogFare,LogAge,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
0,3,0.2171606617092432,1,0,-0.3617570603754636,1,2,0,-0.39604201258184907,47.55,32.0,-0.14071179068068584,0.36998241616245464,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.23407043303763592,0,0,-0.29263982803627664,1,1,1,-0.013167084250153211,56.362500000000004,26.0,0.02664910909916204,0.045144866300543984,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.9861222576157678,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.7037312515203413,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0.8188021213717487,0,0,-0.005288611034635832,0,1,1,0.4172918397775416,31.0,40.0,0.5272593765413239,0.7213575976808891,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,-0.3844807979532623,0,0,-0.5688146415107299,1,1,1,-0.4268834912737003,21.15,24.0,-0.9100091616240019,-0.07943653299099825,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.4427762090826827,0,0,-0.2405813168701657,1,1,1,0.06481779758495625,42.0,0.0,0.13703458990304354,0.5108328898518398,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5348911628688886,0,0,-0.5641087873940193,1,1,1,-0.4198340104298486,21.75,22.0,-0.884450804505842,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.06675029679361683,0,0,-0.4288154815385896,1,1,1,-0.21716143616911202,26.0,30.0,-0.3336856715246667,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,1,0,-0.5523441521022427,1,2,0,-0.5387939996698461,23.25,25.0,-0.8231713196326232,-0.01594763973128568,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.14195547925143,1,0,1.9305821262271863,0,2,0,1.3209471654487823,113.275,0.0,1.8528928368906141,0.32017050823302495,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,3,-0.15886525057982273,0,0,-0.548226529750121,1,1,1,-0.39604201258184907,23.775,0.0,-0.8025478579119842,0.10401532767762588,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.969212486287375,1,0,-0.09940569336884779,1,2,0,-0.19953773405948275,54.0,42.0,0.3881930030189209,0.7984559438182829,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.2171606617092432,0,0,1.060392053454471,0,1,1,2.0137066974549334,76.2917,0.0,1.4456634513761963,0.36998241616245464,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,2,0.06675029679361683,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,30.0,-0.5385497616659674,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.9861222576157678,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,16.0,-0.7880629125377953,-0.7037312515203413,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,2,-0.15886525057982273,0,0,-0.4288154815385896,1,1,1,-0.21716143616911202,26.0,27.0,-0.3336856715246667,0.10401532767762588,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,1.6460591284076938,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,51.0,-0.7880629125377953,1.1060907889901215,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,25.0,-0.8059607675574288,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.6683917564561223,1,0,1.3829383533949904,0,2,0,0.910755498847161,90.0,38.0,1.6157041728918846,0.640402765438825,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-0.5348911628688886,0,0,-0.5146973191685581,1,1,1,-0.3458144615694057,28.049999999999997,22.0,-0.6482775532886053,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.7605067102423282,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,19.0,-0.5385497616659674,-0.4406522267396903,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.6476989365556084,0,0,-0.5641087873940193,1,1,1,-0.4198340104298486,21.75,20.5,-0.884450804505842,-0.32358248490312436,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,-0.8357118927001413,0,0,-0.4288154815385896,1,1,1,-0.21716143616911202,26.0,18.0,-0.3336856715246667,-0.5236837228673362,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,3,-0.5724937540977952,3,1,-0.1354831239546096,1,5,0,-0.49585067721335474,76.4001,0.0,0.3295414409834525,-0.2499898451208754,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.4427762090826827,1,0,1.229409862837307,0,2,0,0.79576084258183,83.475,0.0,1.538216200077281,0.5108328898518398,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-0.008454885664196365,0,0,-0.551755920337654,1,1,1,-0.40132912321473785,23.325000000000003,29.0,-0.8201999887044109,0.21569817843042113,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,2.2477005880701992,0,0,-0.4170508462468131,1,1,1,-0.19953773405948275,27.0,59.0,-0.2971397889995716,1.3377366071518277,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-1.8133792646517128,4,2,0.003828981316490934,1,7,0,-0.5173308481720477,94.1625,0.0,0.5397949479212185,-2.3895943727610853,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,2,-0.3844807979532623,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,24.0,-0.5385497616659674,-0.07943653299099825,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5724937540977952,0,0,-0.5570500062189534,1,1,1,-0.409259789164071,22.65,0.0,-0.8472521793809467,-0.2499898451208754,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,1.1196228512030013,1,0,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,44.0,0.3503178914890206,0.8720485836005318,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-1.5877637172782733,0,2,-0.11705264630651252,1,3,0,-0.3669629041009608,52.5,0.0,0.3599165841728647,-1.7332439675909739,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,2,-0.7605067102423282,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,19.0,-0.5385497616659674,-0.4406522267396903,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,2,0.29236584416705635,0,0,-0.4458742027116655,1,1,1,-0.24271580422807446,24.55,33.0,-0.3890645696000531,0.4183071772010659,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5724937540977952,1,0,-0.3945992162559869,1,2,0,-0.4206411759864696,43.3626,0.0,-0.2307658793066255,-0.2499898451208754,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5724937540977952,1,0,-0.36999230507970715,1,2,0,-0.4022103083202193,46.5,0.0,-0.1625721299622539,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,-0.008454885664196365,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,29.0,-0.5385497616659674,0.21569817843042113,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5348911628688886,0,0,-0.5670499462169634,1,1,1,-0.4242399359572559,21.375,22.0,-0.9003511253244326,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,0.06675029679361683,0,0,-0.5646970191586081,1,1,1,-0.42071519553533004,21.674999999999997,30.0,-0.8876115073381831,0.26877700830987145,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1.1196228512030013,2,0,1.3829383533949904,0,3,0,0.38204443555828305,90.0,0.0,1.6157041728918846,0.8720485836005318,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,-0.3092756154954491,0,0,-0.551755920337654,1,1,1,-0.40132912321473785,23.325000000000003,0.0,-0.8201999887044109,-0.01594763973128568,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.3844807979532623,0,2,-0.3935215756632601,1,3,0,-0.5050152372930568,29.0,0.0,-0.22768400474939252,-0.07943653299099825,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.5931865739983091,1,1,0.501865992977382,0,3,0,-0.05791131407955404,52.5542,37.0,1.0635631250648405,0.598354705854071,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,2,1.8716746757811333,1,0,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,0.0,0.3503178914890206,1.1968861334624432,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5641087873940193,1,1,1,-0.4198340104298486,21.75,25.0,-0.884450804505842,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.008454885664196365,1,1,-0.48852100564435524,0,3,0,-0.5524523688048087,31.387500000000003,0.0,-0.5419513459111754,0.21569817843042113,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,1,2.4733161354436386,0,0,-0.10999386513144661,0,1,1,0.26044089100184115,26.55,62.0,0.37131944389592797,1.416716138017848,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0.06675029679361683,1,0,-0.3558747427295753,1,2,0,-0.39163608705444175,48.300000000000004,30.0,-0.12537350483735854,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,0.8940073038295618,0,2,-0.2591106174547137,1,3,0,-0.43789830509221855,60.637499999999996,0.0,0.09907181047596665,0.7603657328477373,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.008454885664196365,0,2,-0.3759734456620463,1,3,0,-0.4962527326041491,45.737399999999994,0.0,-0.17874166054436358,0.21569817843042113,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.4427762090826827,0,0,1.1288222310926181,1,1,1,2.116216723145803,79.2,0.0,1.4841314553606355,0.5108328898518398,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.06675029679361683,0,0,1.3005859063525549,0,1,1,2.37352277394639,86.5,0.0,1.5748577304337725,0.26877700830987145,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0.4427762090826827,0,0,5.124238728242953,1,1,1,8.101445198430158,249.00622000000035,0.0,2.668221715908568,0.5108328898518398,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,1.5708539459498805,0,1,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,0.0,0.3503178914890206,1.0746575823711766,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,25.0,-0.8231713196326232,-0.01594763973128568,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-1.9637896295673392,4,2,0.003828981316490934,1,7,0,-0.5173308481720477,94.1625,0.0,0.5397949479212185,-3.0459447779311963,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1.7212643108655068,1,1,1.139410402855217,0,3,0,0.26044089100184115,79.65,52.0,1.4899586742034754,1.1369252313052896,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0.8188021213717487,0,0,-0.7346959991247785,0,1,1,-0.675377691019473,0.0,40.0,-3.082133996176616,0.7213575976808891,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,-0.5724937540977952,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.5179813915404959,0,0,-0.4876386579974721,1,1,1,-0.30527994671725833,21.0,36.0,-0.5385497616659674,0.555185233493742,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.9861222576157678,4,1,0.19912192715998075,1,6,0,-0.4422307985275025,119.0625,16.0,0.7774002509500836,-0.7037312515203413,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,3,-0.3092756154954491,1,0,-0.551755920337654,1,2,0,-0.5383534071171054,23.325000000000003,25.0,-0.8201999887044109,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,2.172495405612386,0,1,2.876164687803722,0,2,0,2.0291996939795083,153.4625,0.0,2.166727286401155,1.3105299284608571,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,1,0.4427762090826827,0,0,2.456656616715439,0,1,1,4.105344059672485,135.6333,0.0,2.038992667117087,0.5108328898518398,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0.8188021213717487,0,0,-0.005288611034635832,1,1,1,0.4172918397775416,31.0,40.0,0.5272593765413239,0.7213575976808891,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.3092756154954491,0,0,-0.7346959991247785,1,1,1,-0.675377691019473,0.0,25.0,-3.082133996176616,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.8940073038295618,0,1,-0.2758752227454952,1,2,0,-0.33171549988170224,39.0,0.0,0.06348986917184116,0.7603657328477373,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.5931865739983091,0,1,-0.03587666279325473,0,2,0,-0.15195373836348375,29.7,37.0,0.48406702968622406,0.598354705854071,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,3,-0.5724937540977952,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,2.548521317901452,1,0,1.0996059358090202,0,2,0,0.6985361651536383,77.9583,0.0,1.4678810219745526,1.4422089369544315,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,3,1.1948280336608146,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,0.9076271427455422,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,0.06675029679361683,0,0,-0.7346959991247785,1,1,1,-0.675377691019473,0.0,30.0,-3.082133996176616,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-1.6629688997360863,4,1,-0.04940599337879768,1,6,0,-0.5042809163718222,87.375,0.0,0.46437604604039645,-1.9239063492097896,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,0.4427762090826827,1,1,-0.2582282698078304,1,3,0,-0.43745771253947785,60.75,0.0,0.10091128834697885,0.5108328898518398,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,2.6989316828170784,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,65.0,-0.8231713196326232,1.4920208448838612,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,3,-0.08366006812200955,0,0,-0.5498924021074366,1,1,1,-0.39853752880057264,23.5626,28.0,-0.8108423936907564,0.16081972715738832,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.9861222576157678,0,0,-0.5111679285810251,1,1,1,-0.34052735093651687,28.5,16.0,-0.6332923913899642,-0.7037312515203413,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,3,-0.7605067102423282,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,19.0,-0.7880629125377953,-0.4406522267396903,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,0.8188021213717487,0,0,-0.12293496395240078,0,1,1,0.24105481868124892,26.0,40.0,0.3503178914890206,0.7213575976808891,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,0.29236584416705635,0,0,-0.5308736926947507,1,1,1,-0.3700470519701459,25.987499999999997,33.0,-0.7198607416515719,0.4183071772010659,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,0.06675029679361683,0,0,-0.5111679285810251,1,1,1,-0.34052735093651687,28.5,30.0,-0.6332923913899642,0.26877700830987145,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.5348911628688886,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,22.0,-0.8059607675574288,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.969212486287375,0,0,-0.4288154815385896,1,1,1,-0.21716143616911202,26.0,42.0,-0.3336856715246667,0.7984559438182829,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.5348911628688886,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.21441128597586506,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-0.23407043303763592,0,0,1.1205869863883744,1,1,1,2.103880131669062,78.85,0.0,1.4795765243339813,0.045144866300543984,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-0.7605067102423282,1,0,1.4083311422087608,0,2,0,0.929774998163873,91.0792,0.0,1.6279824295619338,-0.4406522267396903,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,2,0.5179813915404959,0,0,-0.4317566403615337,0,1,1,-0.22156736169651933,25.75,36.0,-0.3430260999086414,0.555185233493742,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,3,-0.3844807979532623,0,0,-0.5264619544603346,1,1,1,-0.363438163679035,26.549999999999997,0.0,-0.6998450560548872,-0.07943653299099825,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3844807979532623,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,24.0,-0.8059607675574288,-0.07943653299099825,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.8188021213717487,0,0,-0.08244579513222278,1,1,1,0.301708551861749,27.7208,40.0,0.4146636500426548,0.7213575976808891,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.42208338918216887,0,0,-0.5645981962221572,1,1,1,-0.4205671564376092,21.6876,23.5,-0.8870798384162878,-0.11213985287777248,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,-2.038994812025152,1,2,2.831164957812677,0,4,0,0.6600583363376848,151.55,0.0,2.153751916417376,-3.5116328014824925,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0.8188021213717487,0,0,-0.017053246326412325,0,1,1,0.3996681376679123,30.5,40.0,0.5108582378319145,0.7213575976808891,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1.5708539459498805,0,1,5.089287879132724,0,2,0,3.6868551541176506,247.5208,0.0,2.6620154468820485,1.0746575823711766,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,-0.5724937540977952,0,0,-0.5523441521022427,1,1,1,-0.4022103083202193,23.25,0.0,-0.8231713196326232,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.3092756154954491,2,0,-0.1876404580571715,1,3,0,-0.4022103083202193,69.75,25.0,0.2384449893574562,-0.01594763973128568,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.7605067102423282,0,0,-0.7346959991247785,1,1,1,-0.675377691019473,0.0,19.0,-3.082133996176616,-0.4406522267396903,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,2,-0.08366006812200955,0,0,-0.4441095074178991,0,1,1,-0.2400722489116301,24.7,0.0,-0.38319722572109616,0.16081972715738832,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,3,-0.3092756154954491,0,0,-0.5452853709271769,1,1,1,-0.39163608705444175,24.150000000000002,25.0,-0.7880629125377953,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-2.1202164090795903,1,2,2.831164957812677,0,4,0,0.6600583363376848,151.55,0.0,2.153751916417376,-4.234064188979876,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0.4427762090826827,0,0,1.8743071697725027,1,1,1,3.232970805245837,110.8833,0.0,1.830864631844808,0.5108328898518398,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-0.9109170751579546,1,0,1.827641567424142,0,2,0,1.2438434687191542,108.9,0.0,1.8122377613733929,-0.6112055388695674,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,2,0.06675029679361683,1,0,-0.16999350511950675,1,2,0,-0.2524088403883706,48.0,30.0,0.2701667548689989,0.26877700830987145,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.06675029679361683,0,0,0.6048065517804263,0,1,1,1.3312288332595401,56.9292,0.0,1.1453454953331452,0.26877700830987145,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,-0.3844807979532623,0,0,1.2219581428434958,0,1,1,2.255736523266894,83.1583,0.0,1.534304424039823,-0.07943653299099825,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,-0.8357118927001413,2,2,5.124238728242953,0,5,0,1.0799868868704532,249.00622000000035,0.0,2.668221715908568,-0.5236837228673362,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,2,-0.23407043303763592,1,1,-0.12293496395240078,1,3,0,-0.369900187785899,52.0,0.0,0.3503178914890206,0.045144866300543984,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.08366006812200955,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,28.0,-0.8059607675574288,0.16081972715738832,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,1.0444176687451883,1,1,-0.11705264630651252,1,3,0,-0.3669629041009608,52.5,43.0,0.3599165841728647,0.8356704397137504,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,-0.23407043303763592,0,0,-0.5498924021074366,1,1,1,-0.39853752880057264,23.5626,0.0,-0.8108423936907564,0.045144866300543984,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.3844807979532623,1,0,-0.12293496395240078,1,2,0,-0.21716143616911202,52.0,0.0,0.3503178914890206,-0.07943653299099825,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2,1.8716746757811333,0,0,-0.40528621095503664,1,1,1,-0.1819140319498535,28.0,0.0,-0.2618329914319296,1.1968861334624432,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,0.14195547925143,0,2,3.144497195392677,0,3,0,1.2616633813789375,164.8667,0.0,2.240913059745378,0.32017050823302495,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,0.8188021213717487,1,1,2.4299908943630983,0,3,0,0.9048809314772847,134.5,0.0,2.030318366716059,0.7213575976808891,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,3,-0.5348911628688886,0,0,-0.5641087873940193,1,1,1,-0.4198340104298486,21.75,22.0,-0.884450804505842,-0.21441128597586506,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.15886525057982273,0,0,-0.5489135844511608,1,1,1,-0.3970712367850514,23.6874,27.0,-0.8059607675574288,0.10401532767762588,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,0.06675029679361683,0,0,-0.4441095074178991,1,1,1,-0.2400722489116301,24.7,0.0,-0.38319722572109616,0.26877700830987145,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,-0.5348911628688886,1,1,-0.052347152201741805,1,3,0,-0.33465278356664047,58.0,0.0,0.4600456831116585,-0.21441128597586506,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,3,-0.3092756154954491,8,2,0.9017647699613317,1,11,0,-0.4525179670695247,208.64999999999998,25.0,1.3506155521651908,-0.01594763973128568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.5179813915404959,0,0,2.456656616715439,0,1,1,4.105344059672485,135.6333,0.0,2.038992667117087,0.555185233493742,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,2.3981109529858253,0,0,-0.5879321738598666,1,1,1,-0.4555220072018478,18.7125,61.0,-1.020815618059678,1.3908154370312786,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,2,0.5179813915404959,0,0,-0.4288154815385896,0,1,1,-0.21716143616911202,26.0,0.0,-0.3336856715246667,0.555185233493742,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,3,0.14195547925143,1,1,-0.2517577203973534,1,3,0,-0.4342267004860459,61.574999999999996,0.0,0.1143024238920972,0.32017050823302495,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,-0.9861222576157678,0,1,0.6295122858931569,0,2,0,0.3464304583351442,57.9792,0.0,1.1640533508450142,-0.7037312515203413,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,3,-0.5724937540977952,2,0,-0.1876404580571715,1,3,0,-0.4022103083202193,69.75,0.0,0.2384449893574562,-0.2499898451208754,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1.2324306248897212,0,0,-0.0641117874935183,0,1,1,0.32917332922939524,28.5,45.5,0.4425418965661728,0.9251274134799828,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0.6683917564561223,0,1,2.876164687803722,0,2,0,2.0291996939795083,153.4625,38.0,2.166727286401155,0.640402765438825,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,-0.9861222576157678,2,0,-0.3111691286208247,1,3,0,-0.46389326570392175,54.0,16.0,-0.015645713214721132,-0.7037312515203413,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0.4427762090826827,1,0,2.4099910143670784,1,2,0,1.6800300959324785,133.65,0.0,2.023764703288022,0.5108328898518398,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
